p_name|p_bookID|p_authname|p_date
HarperCollins|39876|Amy Krouse Rosenthal/Tom Lichtenheld|4/24/2007
Vintage Classics|39889|Aldous Huxley|4/7/2005
Dover Publications|39899|Carol Belanger Grafton|7/25/1995
Artisan|39902|Alice Medrich/Deborah Jones|11/15/2003
Warner Books (NY)|39904|Alice Medrich|10/28/1994
Warner Books (NY)|39905|Alice Medrich|10/24/2001
Grand Central Publishing|39906|Alice Medrich/Patricia Brabant|10/1/1990
Ten Speed Press|39910|Peter Reinhart/Ron Manville|11/14/2001
Kensington|39913|Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh|6/7/2005
Pantheon|39916|David B.|7/4/2005
Harper Perennial|39926|Naomi Wolf|9/24/2002
Harper Perennial|39933|Thomas C. Foster|11/14/2014
Harper Perennial|39934|Francine Prose|4/10/2007
HarperTeen|39936|Francine Prose|5/11/2004
Harper Perennial|39937|Francine Prose|2/28/2006
Harper Perennial|39941|Francine Prose|4/1/2003
Random House Audio|39959|Carl Hiaasen/Edward Asner|6/6/2006
Whitaker House|39961|Rebecca  Brown|7/1/1992
Puffin Books|39963|Richard Peck|4/12/2004
Saddleback Educational Publishing  Inc.|39969|Lisa S.  French|8/5/2006
Puffin|39970|Richard Peck|4/23/2001
Puffin Books|39980|Richard Peck|11/21/2002
Puffin Books|39988|Roald Dahl/Quentin Blake|6/1/1998
Yearling|39989|Karen Cushman/Trina Schart Hyman|3/12/2002
Broadway Books|39993|David Haynes|5/11/2004
Vendome Press|39994|Michele K. Spike|9/28/2004
Penguin Classics|40003|Livy/Aubrey de Sélincourt/Betty Radice|7/30/1972
Barnes  Noble|40004|Theodore Ayrault Dodge/Ian M. Cuthbertson|7/16/2005
Berkley Publishing Group|40005|John Maddox Roberts|3/25/2003
Da Capo Press|40007|John Prevas|9/17/2001
Da Capo Press|40010|Leonard Cottrell|8/22/1992
McGraw-Hill Professional Publishing|40012|Laurence L. Brunton/John S. Lazo/Keith  L. Parker|9/21/2005
Dover Publications|40016|Nathaniel Hawthorne|2/5/1992
Ballantine Books|40020|Anne Tyler|5/1/2001
Ballantine Books|40021|Anne Tyler|5/4/2004
Broadview Press Inc|40022|Arthur Conan Doyle/Francis O'Gorman|1/10/2006
Oxford University Press  USA|40023|Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge|9/12/2000
Random House|40024|Caleb Carr|10/24/2006
Black Swan|40030|John Irving|10/5/2000
Bloomsbury|40031|Irving John|9/1/1994
Penguin Books|40033|John   Hammond/Irving Townsend|2/26/1981
Atheneum Books for Young Readers|40042|Marisabina Russo|4/1/2005
Éditions 10/18|40048|Richard Russo/Jean-Luc Piningre|8/29/2002
Vintage|40049|Susan Minot|8/8/2000
Vintage|40051|Susan Minot|9/7/1999
Prentice Hall|40053|Stephen Minot|7/1/2006
Vintage|40054|Eliza Minot|10/17/2000
Crown Publishing Group (NY)|40067|Erik Larson|10/24/2006
Penguin Books|40070|Erik  Larson|2/1/1994
Lark Books|40076|Terry  Taylor|8/1/2006
Little  Brown Books for Young Readers|40081|Ann M. Martin/Laura Godwin/Brian Selznick|5/15/2005
HarperCollins|40090|Vikram Chandra|1/9/2007
Plume|40100|Rachel Simon|8/26/2003
Back Bay Books|40102|Malcolm Gladwell|4/3/2007
Aladdin|40106|Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton|7/1/2004
Anchor Books|40127|Karen Essex|1/9/2007
Oxford University Press|40128|Leonardo da Vinci/Irma A. Richter|1/28/1999
Taschen|40130|Frank Zöllner/Johannes Nathan/Frank Zöllner|2/1/2003
Yale University Press|40132|Leonardo da Vinci/Martin Kemp|8/11/2001
Canongate Books|40138|Anthony Bourdain|4/30/2002
Canongate Books|40139|Anthony Bourdain|5/1/2002
Random House Trade Paperbacks|40143|D.T. Max|9/11/2007
HarperCollins|40145|Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak|3/31/2000
McGraw-Hill Companies|40146|Jack Dunphy|12/1/1987
Pantheon Books|40152|Mark Z. Danielewski|9/12/2006
Pantheon|40153|Mark Z. Danielewski|10/10/2000
Denoël|40155|Mark Z. Danielewski/Christophe Claro|8/29/2002
San Val|40156|Megan Whalen Turner|1/28/1998
Greenwillow Books|40157|Megan Whalen Turner|8/8/2006
Eos|40158|Megan Whalen Turner|1/24/2006
Greenwillow Books|40159|Megan Whalen Turner|1/24/2006
Firebird|40160|Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter|5/5/2005
Farrar  Straus and Giroux|40174|Paul Cronin|7/9/2003
iUniverse|40180|Arthur Herzog III|3/11/2003
Vintage|40184|Peter Mayle|4/25/2000
Alfred A. Knopf|40187|Peter Mayle/Gerard Auzet|10/25/2005
Vintage|40189|Peter Mayle|6/4/1991
Penguin|40199|Julie Orringer|4/7/2005
Canongate Books|40200|Michel Faber|9/11/2003
Bantam Classics|40208|Stephen Crane/Jayne Anne Phillips|11/1/2006
Penguin Classics|40209|Stephen Crane/Larzer Ziff/Theo Davis|3/29/2001
Warner Books (NY)|40214|Jacqueline Carey|6/12/2006
Alfred A. Knopf|40215|Peter Carey|5/9/2006
Roc|40217|Jacqueline Carey|6/14/2007
Hachette Books|40219|Drew Carey|3/15/2000
Tor Books|40220|Jacqueline Carey|6/27/2006
Tor|40223|Jacqueline Carey|9/17/2004
MetroBooks (NY)|40226|Jacqueline Carey|11/1/1997
University of California Press|40259|Julian Caldecott/Lera Miles|11/1/2005
St. Martin's Griffin|40260|Paola Cavalieri/Peter Singer|12/15/1994
Houghton Mifflin|40262|Sy Montgomery|3/18/1991
The Guilford Press|40264|Anthony D. Pellegrini/Peter K. Smith|12/6/2004
Tor Books|40271|Orson Scott Card|12/1/2005
Pocket Books|40273|Paul Ruditis|5/1/2003
Haynes Manuals N. America  Inc.|40276|L. Alan LeDoux|12/2/2002
Pocket Books|40277|Heather Jarman|2/28/2006
Ace Books|40281|Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss|3/2/2004
Tor Books|40284|Orson Scott Card|5/1/1995
Little  Brown Young Readers|40286|Orson Scott Card|3/1/2013
Orb Books|40287|Orson Scott Card|4/5/2003
Legend|40289|Orson Scott Card/James Francis Cameron|10/5/1989
Doherty  Tom Associates  LLC|40291|Orson Scott Card|8/19/2002
Tor Books|40293|Orson Scott Card|3/1/2016
Harcourt Brace & company|40295|James K. Morrow|4/24/1995
Dover Publications|40296|William Beebe|5/1/1988
Borgo Press|40297|William Morris/Lin Carter|3/20/2000
Borgo Press|40299|William Morris|3/20/2000
Random House Value Publishing|40303|Orson Scott Card|7/10/1994
Tor Books|40304|Orson Scott Card|12/15/1992
Harper|40312|Janet Evanovich|11/29/2011
HarperTorch|40314|Janet Evanovich|2/1/2005
Harper|40318|Janet Evanovich|2/25/2014
St. Martin's Press|40326|Janet Evanovich|4/3/2007
St. Martin's Paperbacks|40328|Janet Evanovich/Charlotte Hughes|4/19/2004
HarperTorch|40329|Janet Evanovich|9/27/2005
St. Martin's Press|40331|Janet Evanovich|6/5/2004
Headline|40335|Janet Evanovich/Charlotte Hughes|11/3/2003
HarperAudio|40338|Janet Evanovich/C.J. Critt|1/25/2005
HarperAudio|40339|Janet Evanovich/C.J. Critt|8/31/2004
St. Martin's Press|40342|Janet Evanovich|6/29/2007
Macmillan Audio|40343|Janet Evanovich/Charlotte Hughes|2/16/2016
Headline Review|40347|Janet Evanovich|6/23/2003
Pan MacMillan|40359|Janet Evanovich|6/1/2001
HarperAudio|40360|Janet Evanovich/C.J. Critt|7/25/2006
Gollancz|40361|Philip K. Dick|7/8/1999
Spectra Books|40364|Kim Stanley Robinson|10/3/2000
Bison Books|40372|Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger|9/1/2001
Del Rey|40376|Edgar Rice Burroughs|7/12/1979
Tantor Media|40378|Edgar Rice Burroughs/John Bolen|1/1/2005
Tantor Media|40379|Edgar Rice Burroughs/John Bolen|2/1/2001
Del Rey|40384|Edgar Rice Burroughs|1/12/1980
Ballantine Books|40385|Edgar Rice Burroughs|4/12/1979
Del Rey|40386|Edgar Rice Burroughs|10/12/1984
Del Rey|40387|Edgar Rice Burroughs|7/12/1986
Del Rey|40388|Edgar Rice Burroughs|7/12/1985
Penguin Books|40395|Edgar Rice Burroughs/John Seelye|1/30/2007
Del Rey|40421|Edgar Rice Burroughs|6/15/1991
Random House Value Publishing|40424|Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs|11/30/1988
Wildside Press|40425|Edgar Rice Burroughs|9/1/2003
Time Warner Paperbacks|40436|Mitch Albom|9/2/2005
Soho Crime|40437|Cara Black|4/1/2004
Atria Books|40440|Diane Setterfield|9/12/2006
Ballantine Books|40450|Richard K. Morgan|3/1/2005
Marvel|40451|Richard K. Morgan/Bill Sienkiewicz/Sean Phillips|6/7/2006
Marvel|40452|Richard K. Morgan/Bill Sienkiewicz/Goran Parlov|5/11/2005
Bantam Books|40459|E.L. Doctorow|3/1/1977
Delta|40460|Barbara Cleverly|7/25/2006
Random House Trade Paperbacks|40465|Christopher Buckley|2/14/2006
Random House Value Publishing|40468|Cormac McCarthy|4/28/1996
Vintage|40470|Cormac McCarthy|5/25/1999
NAL|40473|Irving Stone|9/7/2004
Arrow|40478|Irving Stone|1/1/1991
Pocket Books|40482|Tess Gerritsen|8/1/1997
Ballantine Books|40483|Pauline Réage/Sabine d'Estree|5/12/1981
Running Press Adult|40484|Pauline Réage/John Paul Hand|5/8/1998
Random House Value Publishing|40485|Laura Furman/David Guterson/Diane Johnson/Jennifer Egan|9/9/2003
St. Martin's Press|40487|Doris Kloster/Pauline Réage|9/20/2001
Banner of Truth|40490|Arthur Bennett|11/1/1975
Berkley Books|40491|Nora Roberts|11/1/2006
O'Reilly Media|40492|Andy Hertzfeld/Steve Wozniak|12/16/2004
Bantam|40493|Jean M. Auel|6/25/2002
Penguin Classics|40496|Richard Llewellyn|6/28/2001
Ballantine|40502|David Donovan|7/12/1986
Fanfare|40504|Karyn Monk|3/31/1997
Orion Publishing Group|40526|Jack Finney|5/1/2012
Silhouette Books|40528|Nora Roberts|3/28/2006
Silhouette|40530|Nora Roberts|8/24/2001
HarperOne|40531|Marcus J. Borg|4/7/2015
HarperOne|40532|Marcus J. Borg|4/7/2015
Alpha Books|40536|Gwen Moran|10/4/2005
Sams|40540|Luke Welling/Laura Thomson|10/1/2004
Apress|40543|W. Jason Gilmore|10/1/2005
Wiley Publishing|40549|Janet Valade|12/1/2006
For Dummies|40551|Janet Valade|4/9/2004
Taschen|40573|Charlotte Fiell/Peter Fiell|11/1/2005
University Press of Kansas|40582|Robert Brent Toplin|4/20/2006
New Tradition Books|40597|Kelly  Carr|7/1/2004
Modern Library|40604|Laurence Sterne/Robert Folkenflik|9/21/2004
Umbriel|40609|Dan Brown/Eduardo García Murillo|2/1/2006
Penguin Books|40620|T.R. Reid|11/1/2005
Lonely Planet|40622|Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet|3/1/2007
University of California Press|40625|Eric R. Wolf|12/3/1982
W. W. Norton & Company|40626|John M. Merriman|2/1/2004
Howard University Press|40630|Walter Rodney/Vincent Harding|1/1/1981
Harper Perennial|40631|Norman Davies|1/20/1998
Penguin Books|40636|Jim Carroll|4/1/1995
Faber & Faber Ltd.|40640|Jim Carroll|5/26/1987
Moody Publishers|40646|Ed  Young|9/1/2005
Da Capo Press|40663|Nick Tosches|5/7/1999
Back Bay Books|40664|Nick Tosches|9/1/2003
Chelsea House Publications|40694|Harold Bloom|12/31/2001
Bloomsbury Publishing PLC|40700|Ben Schott/Collin Deckerman|8/4/2003
Little Brown and Company|40706|John W. Schott/Jean S. Arbeiter|1/1/1998
Pocket Books|40710|Brad Thor|6/1/2006
St. Martins Press-3PL|40718|Chalmers Johnson/Shara Kay|4/1/2005
Dalkey Archive Press|40763|Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau|3/28/2006
Henry Holt and Company|40789|Carl Safina|5/30/2006
Puffin Books|40790|Joseph Bruchac/Jonathan London/Thomas Locker|8/25/1997
Candlewick Press|40792|Nicola Davies/Jane Chapman|6/14/2005
New Directions|40795|Gary Snyder/Michael Corr|1/17/1974
Bradford Book|40798|Mitchel Resnick|1/22/1997
Vintage|40806|Alice Hoffman|4/4/2002
B.E.S. Publishing|40807|Richard D. Bartlett/Patricia P. Bartlett|2/1/2003
For Dummies|40816|Liz Palika|3/15/2001
Clarion Books|40821|Paul Galdone/Joanna Galdone|9/24/1990
Bloomsbury Publishing PLC|40833|Russell Hoban|9/4/2000
Redleaf Press|40836|Guy W. Jones/Sally Moomaw|9/1/2002
Weidenfeld & Nicolson|40859|Basil Pao/Michael Palin|1/31/2005
Aivia Press|40863|C.D. Payne|8/1/1993
Orb Books|40868|Jack Vance|4/15/1997
Tor Books|40870|Jack Vance|2/6/2007
Berkley Trade|40877|Jack Vance|4/1/1983
British Library|40880|A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew|1/1/2000
Ace|40884|Jack Vance|11/1/1981
Tor Books|40888|Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance|6/23/2001
iBooks|40889|Jack Vance|8/1/2004
Underwood/Miller  Berkley|40891|Jack Vance|1/1/1986
Ace Books|40893|Jack Vance|8/1/1991
Tor Books|40894|Jack Vance|1/15/1999
Tor Books|40911|Jack Vance|8/15/1997
Ace|40912|Jack Vance|6/15/1987
Tor Books|40913|Jack Vance/Robert Silverberg|12/1/1989
DAW Books Inc|40914|Jack Vance|4/1/1980
Feral House|40919|Nicholas Johnson/Eirik Sonneland|6/1/2005
Paperback Library|40922|Clifford D. Simak|6/1/1972
Random House Trade Paperbacks|40923|Edmund Morris|10/1/2002
W.W. Norton & Company|40928|Sophocles/Theodore F. Brunner/Luci Berkowitz|7/1/1970
Random House Trade Paperbacks|40929|Edmund Morris|11/20/2001
Random House Trade Paperbacks|40941|John Gribbin|8/10/2004
CRC Press|40951|Lois N. Magner/Magner|8/13/2002
Broadway Business|40958|Tom Kelley/Jonathan Littman/Tom Peters|1/16/2001
Random House Trade Paperbacks|40969|Alice Walker|3/9/2004
Waterbrook Press|40989|Hemant Mehta/Rob Bell|4/17/2007
Orb Books|40992|Gene Wolfe|10/15/1994
Orb Books|40995|Gene Wolfe|10/15/1994
Tor Fantasy|40996|Gene Wolfe|8/29/2006
Tor Books|40997|Gene Wolfe|10/31/2006
Black Dog & Leventhal|41005|Tom Wolfe|5/1/2005
Silhouette Books|41028|Debra Cowan|1/31/2006
Mariner Books|41033|Nelson DeMille/Otto Penzler|10/14/2004
Meredith Corporation|41044|Better Homes and Gardens|3/1/1989
Westview Press|41046|Hugh Honour|8/15/1979
Dundurn|41053|James  Hawkins|10/1/2002
Dundurn|41054|James  Hawkins|11/1/2001
Avon|41055|Elizabeth Peters|3/7/2000
Gollancz|41069|John Brunner|8/12/1999
Del Rey|41070|John Brunner|3/1/1995
LWW|41071|Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer|12/21/1999
Wipf & Stock Publishers|41072|Karl Barth/Emil Brunner/Peter Fraenkel|12/1/2002
Wings|41073|John Brunner|5/3/1995
BenBella Books|41074|John Brunner/James John Bell/David Brin|5/11/2003
DAW Books|41081|John Brunner|2/28/1975
Del Rey|41085|John Brunner|6/12/1984
DAW Books (NY)|41086|John Brunner|8/28/1982
DAW|41087|John Brunner|2/7/1984
DAW SF|41088|John Brunner|9/28/1982
St. Martin's Griffin|41089|Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny|1/15/1993
Running Press|41090|Isaac Asimov/Charles G. Waugh|1/24/2007
Random House Value Publishing|41091|Chad Oliver|9/5/1984
Random House Value Publishing|41092|Chad Oliver/George Zebrowski/Isaac Asimov|7/25/1984
Crown Publishers|41093|Eric Frank Russell/George Zebrowski/Isaac Asimov|2/1/1984
Anchor|41097|Peter D'Epiro/Mary Desmond Pinkowish|12/1/1998
Penguin Classics|41098|Robertson Davies/Wayne Johnston|2/28/2006
Dramatists Play Service  Inc.|41103|David Lindsay-Abaire|12/31/2003
Writer's Digest Books|41105|David Gerrold|4/1/2004
Healing Arts Press|41111|Ellen Evert Hopman/Steven Foster|10/1/2000
Orion Publishing Co|41117|Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance|11/10/1988
Bantam Doubleday Dell Publishing Group|41120|Kim Stanley Robinson|2/27/2007
Spectra|41121|Kim Stanley Robinson|1/30/2007
Orb Books|41125|Kim Stanley Robinson|5/15/1995
Bantam|41126|Kim Stanley Robinson|7/6/1999
Orb Books|41128|Kim Stanley Robinson|3/15/1995
Bantam Spectra|41129|Kim Stanley Robinson|7/26/2005
Orb Books|41130|Kim Stanley Robinson|5/15/1995
Orb Books|41134|Kim Stanley Robinson|1/15/1996
Livre de Poche|41150|Dan Simmons|10/1/2007
Voice|41154|Catherine Hapka|1/1/2006
Marvel Comics|41179|Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred|4/21/2015
Anchor|41193|Jane Smiley|12/2/2003
Grove Press  Open City Books|41203|Edward St. Aubyn|11/9/2006
Southern Methodist University Press|41217|John Graves/Glenn Wolff/Bill Wittliff|5/19/2004
Vintage|41219|A.S. Byatt|10/1/1991
Houghton Mifflin|41226|Dave Eggers/Viggo Mortensen|10/14/2004
Basic Books|41231|Barry Glassner|3/16/2000
Bloomsbury Academic|41232|Frank Furedi|12/26/2006
Picador|41250|Chris Abani|1/26/2005
Trafalgar Square Publishing|41258|David Stanley/Mark Bego|12/1/1931
PublicAffairs|41261|Jim Lehrer|5/19/2000
Random House Trade|41264|Jim Lehrer|6/13/2006
Putnam Publishing Group|41270|Jim Lehrer|2/6/1992
Random House Value Publishing|41273|Jim Lehrer|11/19/1995
Council Oak Books|41278|Jim Lehrer|8/1/1997
Back Bay Books|41304|Ronald Takaki|9/23/1998
Gallimard|41307|Albert Camus|1/11/1999
New York : Penguin Books|41315|Max Barry|7/1/2000
Storey Publishing  LLC|41317|Ken Haedrich|9/1/2001
Picador|41329|Anita Diamant|8/21/2007
Del Rey|41330|Julian May|1/13/1989
Del Rey|41331|Julian May|11/13/1988
Del Rey Books|41334|Julian May|9/12/1987
Del Rey|41335|Julian May|4/20/2011
Del Rey Books|41336|Julian May|1/2/2001
VIZ Media LLC|41340|Rumiko Takahashi|10/26/2004
Viz Media|41342|Rumiko Takahashi|1/7/2004
Viz Media|41344|Rumiko Takahashi|11/1/2004
Picador|41348|Richard Powers|8/21/2007
Da Capo Press|41361|Francis Davis/Pauline Kael|8/21/2003
Plume|41363|Pauline Kael|9/1/1996
Marion Boyars Publishers|41369|Pauline Kael|7/1/1990
Avon|41371|Suzanne Enoch|3/1/2005
Silhouette Books|41376|Linda Turner|12/1/1989
Harlequin|41378|Kate Walker|6/1/1996
Harper Perennial|41379|John Colapinto|2/20/2001
Warner Books (NY)|41394|Jeff Povey|6/22/2006
Michael Joseph Ltd./Penguin Books Ltd.|41404|Charles Allen|10/1/1990
Waterbrook Press|41416|Linda Hall|4/18/2006
Ace|41423|Robin McKinley|10/4/2005
HarperCollins|41424|Robin McKinley|6/30/1993
Corgi Childrens|41426|Robin McKinley|4/3/2003
Julia MacRae|41430|Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge|3/26/1987
Julia MacRae|41446|Robin McKinley|9/29/1983
Ace|41451|Robin McKinley|2/1/1985
Aladdin|41457|Rachel Field/Dorothy P. Lathrop|9/1/1998
Simon & Schuster|41459|Rosemary Wells/Susan Jeffers/Rachel Field|10/1/1999
Aladdin Paperbacks|41460|Ellen Weiss/Betina Ogden|3/1/2002
Abdo Publishing Company|41463|Malvina G. Vogel/Charles Dickens|1/1/2005
North Point Press|41464|Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider|10/31/1995
Shambhala|41468|Ryōkan/John   Stevens|4/13/2004
Harper Perennial|41473|Anton Myrer/Alastair Westgarth|12/4/2001
Harper Perennial|41474|Anton Myrer|12/4/2001
Simon & Schuster|41485|Mary Higgins Clark|4/3/2007
Scribner|41486|Mary Higgins Clark/Carol Higgins Clark|11/14/2006
Pocket Books|41487|Mary Higgins Clark|4/1/2006
Simon  Schuster/Paula Wiseman Books|41488|Mary Higgins Clark/Wendell Minor|4/3/2007
Pocket Books|41489|Mary Higgins Clark/Carol Higgins Clark|10/1/2001
Pocket Books|41490|Mary Higgins Clark/Karin Dufner|4/1/2002
Pocket Books|41491|Stanley Weintraub|10/30/2001
Simon & Schuster Adult Publishing Group|41492|Mary Higgins Clark|4/6/2004
Exact Change|41495|Antonin Artaud/Bernard Bador/Clayton Eshleman|2/1/2004
Nelson Books|41497|Robin McGraw|9/12/2006
Delacorte Press|41502|Diana Gabaldon|8/28/2007
Vermilion|41503|Dale Carnegie|5/23/1990
Pearson|41504|Harold C. Livesay|3/1/2006
Vermilion|41505|Dale Carnegie|3/29/1990
Signet|41506|Andrew Carnegie/Gordon Hutner|11/7/2006
Thorndike Press|41513|Gabriel García Márquez/Edith Grossman|5/1/1989
Modern Library|41518|Frederick Exley/Jonathan Yardley|8/5/1997
Harper Voyager|41536|Tananarive Due|4/8/1998
Washington Square Press|41537|Tananarive Due|9/19/2006
Washington Square Press|41538|Tananarive Due|1/1/2002
Simon & Schuster|41539|Tananarive Due|12/1/2006
Tor Books|41541|Christopher Priest|10/3/2006
Running Press|41544|Richard Russell Lawrence|10/4/2004
Overlook Press|41551|Dow Mossman|2/24/2004
Bantam|41555|Jean Stone|4/4/2000
Cartwheel|41559|Roberta Grobel Intrater|10/1/1997
McClelland & Stewart|41567|Margaret Atwood|9/19/2006
Puffin Books|41573|Roald Dahl/David Wood|2/1/2007
Heinemann Educational Books|41576|Lori Fulton/Brian Campbell/Linda Gregg|7/2/2003
University Press of Mississippi|41590|John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield|2/20/2004
Houghton Mifflin Harcourt|41592|John Kenneth Galbraith|4/26/2004
Peachpit Press|41595|Robin P. Williams/John Tollett/Dave Rohr|8/4/2001
Peachpit Press|41602|Robin P. Williams/John Tollett|9/26/2005
HarperCollins|41611|James Wallace/Jim  Erickson|3/26/1993
Raintree|41639|Sara Barton-Wood|11/1/2001
Bantam Skylark|41648|Stephen Manes|7/1/1989
Yearling Books|41649|Stephen Manes/George Ulrich|7/8/1996
Bantam Books|41651|Stephen Manes|12/1/1986
Avon Books|41652|Stephen Manes/Michael  Bass|2/1/1984
Free Press|41654|H.W. Brands|6/7/1999
St. Martin's Press|41658|Linda Francis Lee|8/22/2006
Speak|41659|Blake Nelson|2/15/2007
Speak|41661|Blake Nelson|9/9/2004
Beltz und Gelberg|41662|Blake Nelson/Hans Schumacher|12/1/2000
Tor Books|41663|Blake Nelson|6/26/2007
Versus Press|41664|Blake Nelson|7/15/2003
Scribner|41665|Blake Nelson/Francine Kass|6/11/1997
Touchstone Books|41666|Blake Nelson|9/13/1994
Puffin Books|41667|Jean Craighead George|4/12/2004
Dover Publications|41675|Sophocles/George      Young|6/23/2006
See Sharp Press|41681|Upton Sinclair/Earl Lee/Kathleen DeGrave|4/1/2003
Signet Classics|41684|Rudyard Kipling/Alev Lytle Croutier|5/3/2005
Picador|41688|Kate Atkinson|11/12/1999
NAL|41689|Ken Follett/Arto Häilä|2/4/2003
MacMillan General Books|41691|Ken Follett|3/1/1996
Berkley|41693|Clive Cussler/Jack Du Brul|10/3/2006
Pocket Books|41694|Clive Cussler|10/31/2006
Berkley|41695|Clive Cussler/Jack Du Brul|10/31/2005
G.P. Putnam's Sons|41696|Clive Cussler/Dirk Cussler|6/6/2006
Pocket Books|41697|Clive Cussler|12/1/1986
Pocket Books|41698|Clive Cussler|1/1/2006
Putnam|41699|Clive Cussler/Paul Kemprecos|8/30/2005
Bantam|41700|Clive Cussler|7/25/2006
G.P. Putnam's Sons|41701|Clive Cussler|4/6/2004
Putnam Publishing Group|41702|Clive Cussler/Paul Kemprecos|6/5/2007
Penguin Books|41703|Clive Cussler/Craig Dirgo|3/24/2005
Downtown Press|41704|Clive Cussler|1/1/1996
G.P. Putnam's Sons|41706|Clive Cussler|2/3/2004
Berkley Trade|41707|Clive Cussler|10/26/2004
Debolsillo|41708|Clive Cussler/Paul Kemprecos|9/6/2005
Berkley Books|41710|Clive Cussler|3/2/2004
Putnam Adult|41711|Clive Cussler/Paul Kemprecos|6/3/2002
G.P. Putnam's Sons|41712|Clive Cussler/Paul Kemprecos|7/26/2005
G.P. Putnam's Sons|41713|Clive Cussler/Craig Dirgo|12/30/2003
Pocket Star|41714|Clive Cussler/Craig Dirgo|9/1/2003
Debolsillo|41715|Clive Cussler/Paul Kemprecos|11/7/2006
Debolsillo|41716|Clive Cussler|1/11/2005
Pocket Books|41717|Clive Cussler/Craig Dirgo|10/1/1998
Cliffs Notes|41719|Mary Ellen Snodgrass|1/24/2003
Penguin Books Ltd|41735|Herman Melville|10/24/1995
Turtleback Books|41740|Herman Melville|3/1/1999
Northwestern Univ Press|41760|Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising|9/15/2017
Gallimard|41773|Herman Melville|5/14/1987
CQ Press|41780|Michael Nelson|3/15/2005
Harry N. Abrams|41781|Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink|9/1/2005
Harry N. Abrams|41782|Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink|9/1/2005
Harry N. Abrams|41783|Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company|9/1/2006
Dey Street Books|41784|Michael J. Nelson|4/15/2003
Apress|41786|Joel Spolsky|10/28/2004
O'Reilly Media|41793|Paul Graham/Allen Noren/Matt Hutchinson|5/25/2004
Spectra|41804|Isaac Asimov|6/1/2004
iBooks|41805|Harlan Ellison|5/1/2004
Spectra|41810|Isaac Asimov|3/1/1994
Bantam|41814|Isaac Asimov|1/1/1995
