hr_name|hr_bookID
Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer|2549
Jack Kerouac|2551
Jack Kerouac/Ann Charters|2552
Mark Stevens/Annalyn Swan|2557
Julie Sylvester/David Sylvester|2560
Wole Soyinka|2567
David    Allen|2581
David  Allen/Tina Blythe/Gene Thompson-Grove|2584
Sun Tzu/Mark McNeilly|2586
Al Ries/Jack Trout|2595
Malcolm Gladwell|2612
Seth Godin/Malcolm Gladwell|2613
Clayton M. Christensen/L.J. Ganser|2615
Charles Dickens/David Trotter/Charlotte Mitchell|2619
Charles Dickens/Edgar Rosenberg|2626
Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp|2646
Harper Lee|2654
Harper Lee/Sissy Spacek|2655
Harper Lee|2661
David H. Chilton|2673
Jonathan Swift|2677
Jonathan Swift/Jesse Gale|2678
Xavier de C./Xavier de C./Joseph Rowe|2680
Henry James/R.D. Gooder|2686
Henry James/Myra Jehlen|2687
Henry James/Leo Bersani|2688
Henry James/John Hollander/David Bromwich|2692
Geoffrey Chaucer/Nevill Coghill|2696
Geoffrey Chaucer/David  Wright|2698
Geoffrey Chaucer/Jill Mann|2701
Geoffrey Chaucer/Vincent Foster Hopper|2702
Helen  Cooper|2705
Geoffrey Chaucer/Brian Stone|2706
Geoffrey Chaucer|2710
Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson|2711
Geoffrey Chaucer/Theodore Morrison|2713
Mark Kurlansky|2715
Deloris Jordan/Kadir Nelson/Roslyn M. Jordan|2718
Monique Truong|2719
Abdul Rahman Munif/Peter Theroux|2722
Kim Stanley Robinson|2723
Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier|2725
Saul Steinberg/Joel Smith/Charles Simic|2727
Philip Dutre|2731
David Guterson|2735
Dave Pelzer|2743
William S. Pollack/Mary Pipher|2745
Douglas Coupland|2749
Jean Aitchison/Diana M. Lewis|2756
Ernest Becker/Sam Keen/Daniel Goleman|2761
Howard Zinn|2767
Howard Zinn/Kathy Emery/Ellen Gordon Reeves|2768
Howard Zinn/Kathy Emery/Ellen Gordon Reeves|2770
Richard Hollis|2778
Lisa Lowe|2781
Jonathan Hale|2785
Thomas Pynchon|2794
David Bodanis|2802
David Bodanis|2804
Rolland Hein/Clyde S. Kilby|2810
Madeleine L'Engle|2811
Madeleine L'Engle|2814
Madeleine L'Engle/Giotto di Bondone|2815
Madeleine L'Engle/Mary Chambers|2817
Madeleine L'Engle|2819
Friedrich Nietzsche/Raymond Geuss/Ronald Speirs|2820
Friedrich Nietzsche/Francis Golffing|2821
Friedrich Nietzsche|2822
Friedrich Nietzsche/Michael Tanner/Shaun Whiteside|2823
Alastair Lamb|2826
Mark Twain/David Lionel Smith/Sherley Anne Williams|2834
Mark Twain/Michael Prichard|2835
Katherine Paterson/Donna Diamond|2836
Tara MacCarthy|2843
Katherine Paterson|2847
Katherine Paterson|2851
Emil M. Cioran/Richard Howard|2855
Tanya Huff|2860
Tracy Chevalier|2864
Rosalind Laker|2868
Tracy Chevalier|2871
Tracy Chevalier|2872
Tracy Chevalier|2873
Tracy Chevalier|2875
Tom Hunter/Tracy Chevalier/Colin Wiggins|2877
Tite Kubo|2879
Tite Kubo|2880
Tite Kubo|2881
Tite Kubo|2882
Tite Kubo|2883
Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健|2885
Tsugumi Ohba/Takeshi Obata|2886
Tsugumi Ohba/Takeshi Obata|2887
Valerie Parv|2893
Patrick Süskind/John E. Woods|2895
Patrick Süskind|2896
Patrick Süskind|2898
Patrick Süskind|2899
Patrick Süskind/Jean-Jacques Sempé|2900
Tite Kubo|2906
Tite Kubo|2907
Gary Paulsen/Steve Chorney|2912
Gary Paulsen|2917
Gary Paulsen|2920
Mike  Rowe/Ronald Radano|2921
Gary Paulsen|2923
Gary Paulsen|2928
Daniel Defoe/Virginia Woolf|2932
Daniel Defoe/John J. Richetti|2933
Daniel Defoe/Michael Shinagel|2934
Daniel Defoe/Avi|2937
Daniel Defoe|2940
Daniel Defoe/Manuel Schonhorn/Charles   Johnson|2942
Mark Twain/Paul Baender/Dahlia Armon/Walter Blair|2949
Mark Twain/Lee Nelson|2952
Mark Twain/Guy Cardwell/Louis J. Budd|2953
Mark Twain/Guy Cardwell/John Seelye/Walter Trier|2956
Mark Twain/E.W. Kemble|2958
Mark Twain/George Saunders|2960
Mark Twain/Michael Patrick Hearn/E.W. Kemble|2962
Mark Twain|2965
Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank|2967
Mark Twain/Charles Neider|2968
Mark Twain/Charles Neider|2971
Mark Twain/Louis J. Budd|2973
James Hilton|2978
Louisa May Alcott/C. Michael Dudash/Stephen W. Hines|2988
Nancy Friday|2997
Frances Hodgson Burnett|2998
Frances Hodgson Burnett/Sandra M. Gilbert|3003
Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober|3004
Frances Hodgson Burnett/Alison Lurie|3006
Frances Hodgson Burnett/Nancy Bond|3008
Ann Thwaite|3011
Amy Cotler/Frances Hodgson Burnett/Prudence See|3014
Thomas Sowell|3023
Thomas Sowell|3025
Thomas Sowell|3040
Thomas Sowell|3041
Thomas Sowell|3042
Thomas Sowell|3047
Selina Shirley Hastings/Juan Wijngaard|3051
Alcoholics Anonymous|3053
Alcoholics Anonymous|3055
Overeaters Anonymous|3056
Kimon Nicolaides/Mamie Harmon|3061
Andrew Weil|3065
Bernard Malamud/Jonathan Safran Foer|3066
Bernard Malamud/Robert Giroux|3067
Bernard Malamud/Jonathan Rosen|3068
Lawrence M. Lasher|3070
Bernard Malamud/Aleksandar Hemon|3072
Matthew Barber/Elizabeth von Arnim|3075
Elizabeth von Arnim|3084
E.M. Forster|3087
E.M. Forster/Benjamin DeMott|3088
Lionel Trilling/E.M. Forster|3100
E.M. Forster/Gilbert Adair/Elizabeth Heine|3101
E.M. Forster|3102
E.M. Forster|3103
P.N. Furbank|3104
E.M. Forster|3105
Robert Hellenga|3107
Gordon S. Wood|3113
Gordon Korman|3117
Gordon Korman|3119
Gordon Korman|3120
Deborah  Gordon|3130
Ivo Andrić/William H. McNeill|3142
Jean Estoril|3144
Jean Estoril|3145
Ivo Andrić/Pascale Delpech|3147
Jean Estoril|3152
Jean Estoril/Mabel Esther Allan|3155
Jean Estoril/Mabel Esther Allan|3156
Plato/Benjamin Jowett|3167
Plato/Reginald E. Allen|3207
Plato/Benjamin Jowett|3231
Aristotle/W.S. Hett|3232
Aristophanes/Peter Meineck/Ian C. Storey|3248
Euripides/Gilbert Murray|3254
David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides|3258
Alan Brennert|3273
Eric Jensen|3280
Angus Gellatly/Oscar Zárate/Richard Appignanesi|3283
Isabel Allende/Margaret Sayers Peden|3290
Isabel Allende|3291
Isabel Allende/Richard D. Woods/Kenneth M. Taggart|3293
Isabel Allende|3298
Isabel Allende/Margaret Sayers Peden|3300
Isabel Allende|3301
Isabel Allende|3302
Isabel Allende|3303
Isabel Allende/Margaret Sayers Peden|3304
Yann Martel|3311
Ivo Andrić/Ernst E. Jonas|3316
Jean Estoril/Jenny Sanders|3325
Mark Kurlansky/S.D. Schindler|3340
Mark Kurlansky/Dalai Lama XIV|3341
Mark Kurlansky|3343
Mark Kurlansky|3344
Mark Kurlansky|3345
Mark Kurlansky|3346
Mark Kurlansky|3347
Mark Kurlansky/S.D. Schindler|3348
Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison|3351
J.K. Rowling|3357
Wallace Stegner/Jackson J. Benson|3359
Steve Krug|3368
Douglas Coupland|3384
Louis de Bernières|3388
Faïza Guène/Sarah    Adams|3402
Lawrence Otis Graham|3403
Lawrence Otis Graham|3404
Otis Williams/Patricia Romanowski|3409
Colleen McCullough|3413
Colleen McCullough|3416
Colleen McCullough|3417
Colleen McCullough|3418
Colleen McCullough|3419
Colleen McCullough|3420
Colleen McCullough|3421
Colleen McCullough|3422
Colleen McCullough|3424
Colleen McCullough|3425
Jill Colella/CliffsNotes|3426
Mitch Albom|3431
Mark Haddon|3437
Mark Haddon|3438
Mark Haddon|3439
Tim O'Brien|3444
Tim O'Brien|3445
Tim O'Brien|3446
Tim O'Brien|3447
Tim O'Brien|3449
Nicholas Sparks|3462
Nicholas Sparks|3463
Nicholas Sparks|3464
Nicholas Sparks/Micah Sparks|3465
Nicholas Sparks|3466
Nicholas Sparks/Ramón González Férriz|3468
Nicholas Sparks|3469
Nicholas Sparks|3471
Nicholas Sparks|3473
Gwyn Hyman Rubio|3476
Nicholas Sparks|3478
Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim|3479
Marisha Pessl|3483
Lois Beckwith|3491
Harry G. Frankfurt/Baruch Spinoza|3493
Janet Evanovich|3507
Jayne Ann Krentz|3509
Sarah Ban Breathnach|3510
Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus|3513
Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus|3516
Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus|3519
George E. Stanley|3520
Kaho Miyasaka|3525
Fulton J. Sheen|3529
Kaho Miyasaka|3530
George MacDonald/Michael R. Phillips|3531
Ivan Turgenev/Constance Garnett|3532
Jane Moore|3536
Amanda Clark|3545
Justin   O'Brien|3554
Antonio Gramsci|3557
L.M. Montgomery|3562
L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston|3564
L.M. Montgomery/Rea Wilmshurst|3566
L.M. Montgomery/Susan O'Malley|3574
L.M. Montgomery|3577
L.M. Montgomery|3579
L.M. Montgomery|3580
Arthur Conan Doyle|3581
Arthur Conan Doyle/Leslie S. Klinger|3582
Arthur Conan Doyle/Leslie S. Klinger|3583
E.J. Wagner|3584
Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles|3585
Nick Rennison|3587
NOT A BOOK|3593
Arthur Conan Doyle/Paul Bachem|3595
Arthur Conan Doyle|3597
NOT A BOOK|3599
Eric Tyson|3603
Eric Tyson/Rich Tennant|3604
Clare Naylor|3631
Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp|3635
Lois Lowry|3636
Bill Brittain/Andrew Glass|3638
Jack Weatherford|3640
Claire Messud|3649
Claire Messud|3650
Claire Messud|3651
John Banville|3656
John Banville|3657
John Banville|3659
John Banville|3660
John Banville|3661
John Banville|3664
John Banville|3665
Zadie Smith|3679
Libba Bray|3682
Kym Douglas/Cindy Pearlman|3684
Anna Sewell|3685
Ann Patchett|3686
Norman Sherry|3687
Graham Greene/Pico Iyer|3688
Graham Greene/John Updike|3690
Graham Greene|3692
Graham Greene/Christopher Hitchens|3693
Graham Greene/Paul Theroux|3695
Graham Greene/Robert  Stone|3698
Graham Greene|3701
Graham Greene|3705
Graham Greene|3707
Zadie Smith|3710
Zadie Smith|3711
Chuck Palahniuk|3717
Herman Melville/Warner Berthoff|3731
Herman Melville/Robert Penn Warren|3732
Herman Melville/G. Thomas Tanselle|3733
Herman Melville/Harrison Hayford|3734
Herman Melville/Harold Beaver|3736
Herman Melville/G. Thomas Tanselle|3738
Helen Ericson|3743
Maya Gold|3744
Ian Fleming|3750
Madeleine Brent|3751
Ian Fleming|3754
Ian Fleming|3758
Ian Fleming|3759
Ian Fleming|3762
Ian Fleming|3765
Jack Kerouac/George Condo|3768
Jack Kerouac|3769
Jack Kerouac|3770
Jack Kerouac|3774
Noel Streatfeild|3776
Noel Streatfeild/Diane Goode|3782
Noel Streatfeild|3784
Noel Streatfeild|3787
Noel Streatfeild|3788
Rumer Godden/Gary Blythe|3797
Rumer Godden|3798
Rumer Godden/Christian Birmingham|3799
Rumer Godden|3801
Anne Chisholm|3803
Jonathan Franzen|3805
Lisa Whelchel/Stormie Omartian|3806
P.D. James|3815
Henri Blocher|3818
Nina Bangs|3820
Michael Jan Friedman|3822
P.D. James/Christa Seibicke|3825
P.D. James|3826
P.D. James|3827
P.D. James|3828
P.D. James|3829
P.D. James|3830
P.D. James|3831
P.D. James|3832
P.D. James|3833
P.D. James|3834
Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom|3835
Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría|3836
Miguel de Cervantes Saavedra/Walter Starkie|3837
Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes|3840
Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam|3841
Marianne Sturman|3842
J.A. Jance|3848
Fern Michaels|3849
Eric Klinenberg|3850
Fern Michaels|3851
Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton|3852
Ruth Prawer Jhabvala|3853
Sarah Macdonald|3858
Joel Salatin/Michael Pollan|3859
Nicole Krauss|3867
Stephen Hawking|3869
Bill Bryson|3870
Thomas E. Woods Jr.|3871
Tom Standage|3872
Karen Armstrong|3873
Ernest Hemingway/William Hurt|3875
Barbara Fairchild|3886
Ina Garten/Melanie Acevedo|3895
Diane Johnson|3900
Leonard Michaels/Diane Johnson|3914
Diane Johnson|3916
Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre|3918
Laura Dave|3921
Dan Simmons/Carlos Alberto Gardini|3938
Dan Simmons|3939
J. Michael Straczynski/Dan Jurgens|3940
Dan Simmons/Joachim Körber|3966
Dan Simmons/Guy Abadia|3967
Dan Simmons/Guy Abadia|3968
Dan Simmons|3972
Dan Simmons|3973
Dan Simmons|3974
Dan Simmons|3975
Dan Simmons|3976
Dan Simmons|3977
Dan Simmons|3978
Michael Chabon|3985
Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy|3986
Max Lucado|3997
Paulo Coelho/Alan R. Clarke|4006
Paulo Coelho/Amanda Hopkinson/Nick Caistor|4008
J.D. Salinger|4009
Brenda Walpole|4014
Bret Easton Ellis|4023
Bret Easton Ellis|4031
Scott Turow|4035
Pete Hautman|4043
Ronald B. Flowers|4050
Thomas  Moore|4055
Elizabeth Clare Prophet|4060
Arielle Ford/Deepak Chopra|4066
Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch|4069
Viktor E. Frankl/Gordon W. Allport/Ilse Lasch|4070
Eric R. Kandel|4075
Peter Kent|4077
Andy Hunt/Dave Thomas|4099
Johanna Rothman/Esther Derby|4100
Malcolm Gladwell|4104
Anne Hoppus|4106
Brigid Avison|4108
Roderick Townley|4117
Ray Oldenburg|4119
James C. Collins/Jerry I. Porras|4122
Amy Sedaris|4135
David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett|4140
Ben Mezrich|4144
Pat Williams/Peggy Matthews Rose|4162
Efrem Smith/Phil   Jackson|4165
Tom Stanton|4167
James Ellroy|4191
Zadie Smith|4200
Zadie Smith|4204
Zadie Smith|4207
Hans Blumenberg|4216
Greg  Taylor|4221
Dan Brown|4223
Dan Brown|4227
Larry Burkett|4232
Robert Anton Wilson|4241
Dan Brown|4248
Dan Brown/Paul Michael|4249
Dan Brown/Juanjo Estrella|4250
Bart D. Ehrman|4251
J.K. Rowling|4256
Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris|4259
Nick Hornby|4260
Nick Hornby|4261
Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson|4263
Nick Hornby|4264
Nick Hornby|4267
Nick Hornby|4273
Nick Hornby|4277
Ruth Downie|4278
Middlesex Borough Heritage Committee|4287
Stephen J. Burn|4295
Anthony Kiedis|4300
Éric-Emmanuel Schmitt|4314
Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank|4315
Sarah Dessen|4325
Dale Brown/Jim DeFelice|4326
Chris  Williams/Sandy Petersen|4329
Dale Brown/Jim DeFelice|4331
Dale Brown/Jim DeFelice|4332
Aidan Hartley|4337
Anderson Cooper|4338
Michael Herr|4339
Bentley Little|4341
Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion|4346
Ian Whybrow/Deborah Allwright|4352
Joanne Rocklin/Meredith Johnson|4359
Anthony Loyd|4360
Anthony Shadid|4362
Suketu Mehta|4364
Andrew X. Pham|4370
Chanrithy Him|4372
Loung Ung|4373
Ray Bradbury/Christopher Hurt|4382
Gabriel García Márquez|4390
Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein|4394
John Steinbeck/Robert DeMott/Mick Wiggins|4397
Kelly McGrath Vlcek/CliffsNotes/John Steinbeck|4398
John Steinbeck|4399
Neil Gaiman|4404
Jon Meacham|4405
Neil Gaiman|4407
John Steinbeck|4408
Stephen Oppenheimer|4411
John Steinbeck|4415
Yona Zeldis McDonough/Nancy Harrison/Jill Weber|4417
Harrison Edward Livingstone|4418
Robert Dallek|4424
Augusten Burroughs|4434
Augusten Burroughs|4435
Augusten Burroughs|4436
M. Scott Peck|4451
M. Scott Peck|4454
Arthur Conan Doyle|4465
John Irving|4472
Atul Gawande/Susanne Kuhlmann-Krieg|4477
Judith Viorst/Richard  Hull|4479
Helen Fielding|4487
Helen Fielding|4488
Carlos Ruiz Zafón|4515
Ruby K. Payne|4519
Carlos Ruiz Zafón|4520
Carlos Ruiz Zafón/Lucia Graves|4524
David A. Black/David Heinemeier Hansson|4525
E.L. Konigsburg|4540
Sylvia Engdahl|4579
Sylvia Engdahl/Lois Lowry|4580
Jonathan Safran Foer|4583
Jonathan Safran Foer|4584
Jonathan Safran Foer|4588
Matt Ridley|4591
David W. Mount|4593
James Shreeve|4595
Glen David Gold|4599
Sandra Boynton|4600
Doreen Cronin/Betsy Lewin|4601
Doreen Cronin/Betsy Lewin|4602
Jane Smiley|4605
Lisa Wheeler/Ponder Goembel|4606
Charles A. Peek/CliffsNotes/Joseph Heller|4608
Joseph Heller|4610
Liza Dalby|4620
New Scientist/Mick O'Hare|4623
Gabriel García Márquez/Curt Meyer-Clason|4624
Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.|4625
Mark Bailey/Edward Hemingway|4626
Ernest Hemingway|4627
Ernest Hemingway|4631
Ernest Hemingway|4633
Sven Regener/John Brownjohn|4637
Ernest Hemingway|4641
Carlene Fredericka Brennen/Hilary Hemingway|4642
Ernest Hemingway/Charlton Heston|4651
John Irving|4653
John Irving|4654
John Irving|4656
John Irving|4657
John Irving|4658
John Irving|4660
F. Scott Fitzgerald/Matthew J. Bruccoli|4662
F. Scott Fitzgerald/Matthew J. Bruccoli|4664
F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman|4666
F. Scott Fitzgerald/Dave Page/Patricia Hampl|4669
F. Scott Fitzgerald/Arnold Goldman/Richard Godden|4670
Kathleen Parkinson/F. Scott Fitzgerald|4673
F. Scott Fitzgerald/Tim Robbins|4674
F. Scott Fitzgerald/Alexander Scourby|4675
Kate Maurer/F. Scott Fitzgerald/CliffsNotes|4676
F. Scott Fitzgerald|4677
Scott Turow|4680
Scott Turow|4681
Scott Turow|4682
Scott Turow|4683
Scott Turow|4685
Scott Turow|4686
Noah Gordon|4692
Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić|4693
Noah Gordon|4695
Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić|4696
Noah Eli Gordon|4698
Noah Gordon/Elsa Mateo|4700
Mark Haddon|4703
Mark Haddon/Peter   Sutton|4704
Paula S. Fass|4714
Steven L. Layne|4717
F. Scott Fitzgerald/James L.W. West III|4723
Douglas Coupland|4738
Douglas Coupland|4739
Sun Tzu/Samuel B. Griffith|4742
Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones|4745
Time-Life Books|4746
George Lucas|4752
Robert L. O'Connell/John    Batchelor|4764
George Lucas|4767
John Warry/Phillip de ste. Croix|4777
John Steinbeck/Susan Shillinglaw|4796
John Steinbeck|4799
John Steinbeck/Elaine Steinbeck/Robert DeMott|4801
John Steinbeck|4802
John Steinbeck/Richard Astro|4803
Dava Sobel/William J.H. Andrewes/William J. H. Andrewes|4805
Dava Sobel/Neil Armstrong|4806
Rebecca Aberg/Jeanne Clidas|4808
William Andrewes|4812
Gavin Menzies|4813
Kristi Gold|4817
Nathaniel Philbrick|4820
Lerone Bennett Jr.|4824
Lerone Bennett Jr.|4829
Salman Rushdie|4830
Salman Rushdie|4832
Salman Rushdie/Paul Birkbeck|4835
Salman Rushdie|4836
Steve McConnell|4845
Dale Carnegie|4864
Dale Carnegie|4866
Dale Carnegie/Dorothy Carnegie|4870
Dale Carnegie/Stuart R. Levine/Michael A. Crom|4873
Alice   Miller/Ruth Ward|4887
Alice   Miller|4888
Spencer Johnson/Kenneth H. Blanchard|4894
W. Chan Kim/Renée Mauborgne|4898
Joseph Conrad|4900
Joseph Conrad/Cedric Watts|4906
Joseph Conrad|4907
Frank McCourt|4909
Frank McCourt|4916
Jerome K. Jerome|4921
Jerome K. Jerome|4922
Jerome K. Jerome|4924
Jerome K. Jerome|4925
Jerome K. Jerome/Jeremy Lewis|4926
Haruki Murakami/Philip Gabriel|4929
Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley|4933
Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky|4934
Fyodor Dostoyevsky/David McDuff|4935
Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky|4936
Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.|4938
Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus|4940
James Lamar Roberts/Gary Carey|4942
Peter Menzel/Faith D'Aluisio|4943
Eric Carle|4944
Don    Wood|4945
Elinor J. Pinczes/Bonnie Mackain|4947
Amitav Ghosh|4950
Geneen Roth|4951
Dave Eggers|4952
Dave Eggers|4953
Dave Eggers|4954
Dave Eggers|4955
Dave Eggers|4956
Lisa McCourt/Cyd Moore|4963
Lisa McCourt/Cyd Moore|4964
Geraldine Brooks|4965
Tanya Remer Altmann/American Academy of Pediatrics|4966
Stephen King/Bernie Wrightson|4978
Kurt Vonnegut Jr./Daniel Simon|4979
Kurt Vonnegut Jr.|4981
Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris|4983
Kurt Vonnegut Jr.|4986
Kurt Vonnegut Jr.|4987
Kurt Vonnegut Jr.|4988
Anita Diamant|4989
Sandra Hack Polaski|4990
Ann Finding|4991
Tracy Chevalier/Marie-Odile Fortier-Masek|4997
Christopher   Clark|4999
Jean Rabe|5004
Antony Beevor|5005
Tracy Chevalier|5008
Ian McEwan|5015
Alma Flor Ada/Elivia Savadier|5027
Ken Follett|5051
Ken Follett|5053
Ken Follett|5055
Marcia Angell|5057
Marcia Angell|5061
Ken Follett|5062
Ken Follett/David Tennant|5065
Ken Follett|5066
Yukito Kishiro|5069
Yukito Kishiro|5071
Yukito Kishiro|5073
John E. Upledger|5077
Julia Child/Alex Prud'Homme|5084
