a_authors|a_authrating
Black Elk/John G. Neihardt|4.13
Blaine M. Yorgason/Brenton G. Yorgason|3.78
Blake Nelson|3.57
Blake Nelson/Francine Kass|3.15
Blake Nelson/Hans Schumacher|3.76
Bob      Smith|3.74
Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi|3.85
Bob Blaisdell/Pat Ronson Stewart|4.5
Bob Cullen|3.32
Bob Dylan|3.98
Bob Dylan/Jonathan Cott|4.11
Bob Madgic/William L. Crary/Adrian Esteban|3.77
Bob Marley|4.48
Bob Spitz|4.15
Bob Tarte|3.44
Bob Woodward|3.7
Bob Woodward/Alice Mayhew|3.68
Bob Woodward/Scott Armstrong|4.11
Bobby Henderson|3.93
Bodie Thoene/Brock Thoene|4.09
Boethius/Victor Watts|3.98
Bonnie Burton/Matt Busch/Tom Hodges|4.05
Boris Pasternak/B. Deutsch|3.82
Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke|4.26
Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock|3.97
Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon|4.04
Brad Thor|4.175
Brady Games|3.93
Bram Stoker|3.425
Bram Stoker/Charles Osborne|3.44
Bram Stoker/Jan Needle/Gary Blythe|3.99
Bram Stoker/Joseph Valente|3.99
Bram Stoker/Nina Auerbach/David J. Skal|3.99
Bram Stoker/Richard Dalby|3.52
Bram Stoker/Robert Whitfield|3.99
Brandon Mull|4.1
Brenda Joyce|4.0
Brenda Novak|4.11
Brenda Walpole|3.94
Bret Easton Ellis|3.61666666666666
Bret Easton Ellis/Pierre Guglielmina|3.46
Brian  Doyle/Mary Miller Doyle|4.01
Brian Azzarello/Marcelo Frusín|3.32
Brian Boyd|4.275
Brian Braithwaite/Noelle Walsh/Glyn Davies|3.4
Brian Copeland|4.04
Brian D. McLaren|3.58
Brian D. McLaren/Steve Chalke|3.59
Brian Doherty/Frances Hodgson Burnett/Thea Kliros|4.25
Brian Greene|4.09666666666667
Brian Hall|3.35
Brian Herbert|4.01
Brian Herbert/Kevin J. Anderson|3.676
Brian J. Robb|2.8
Brian Jacques|4.01333333333333
Brian Jacques/Allan Curless|3.99
Brian Jacques/Christopher Denise|4.13
Brian Jacques/David Elliot|4.125
Brian Jacques/Gary Chalk|4.07
Brian Jacques/Ian Schoenherr|3.98
Brian James Freeman/Bev Vincent/Glenn Chadbourne|4.23
Brian Johnston/George Eliot/CliffsNotes|4.14
Brian K. Vaughan/Adrian Alphona|3.97
Brian L. Weiss|4.16
Brian Michael Bendis/Mark Bagley|3.9
Brian Rotman|4.06
Brian Sibley|4.39
Brian Sibley/Ian McKellen|4.47
Brian Sibley/J.R.R. Tolkien|4.35
Brian Sibley/John  Howe/J.R.R. Tolkien|4.14
Brian Tracy|4.05
Brigid Avison|3.92
Broughton Coburn/David Breashears/Tim Cahill|4.03
Brown|0.0
Bruce Alvin King|2.0
Bruce Arnold|3.82
Bruce Campbell|4.0
Bruce Catton/E.B. Long|4.33
Bruce Catton/James M. McPherson|4.11
Bruce Coville/Dennis Nolan|3.97
Bruce Coville/Kathryn Hewitt|4.11
Bruce Cumings|3.77
Bruce Edward Walker/Ken Kesey/CliffsNotes|4.17
Bruce Feiler|3.87
Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp|4.26
Bruce L. Edwards/Diana Pavlac Glyer|4.43
Bruce Patton/Douglas Stone/Sheila Heen|4.09
Bruce Spizer|4.72
Bryan Lee O'Malley|4.17
Bryan Magee|4.14
Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner|4.06
Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle|4.07
Bryan Sykes|3.92
Bryce Courtenay|4.112
Burton G. Malkiel|4.1
Burton G. Malkiel/Christopher Flavin|4.1
Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino|3.87
C. Hassell Bullock|3.68
C.D. Payne|4.03
C.D.B. Bryan|4.11
C.E. Murphy|3.925
C.G. Jung/James L. Jarrett|4.38
C.S. Friedman|4.01428571428572
C.S. Harris|3.89
C.S. Lewis|4.211
C.S. Lewis/Ana Falcão Bastos|3.96
C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield|4.32
C.S. Lewis/Kathleen Norris|4.32
C.S. Lewis/Kenneth Branagh|4.26
C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham|4.19
C.S. Lewis/Margarita E. Valdes/Gemma Gallart/Pauline Baynes|4.26
C.S. Lewis/Michael Hague|3.88
C.S. Lewis/Michael Hauge|4.45
C.S. Lewis/Miguel Marias|4.22
C.S. Lewis/Nadia May|4.19
C.S. Lewis/Pauline Baynes|4.196
C.S. Lewis/Pauline Baynes/Ana Falcão Bastos|4.01
C.S. Lewis/Walter Hooper|4.38333333333333
CLAMP|4.15714285714286
CLAMP/Anthony Gerard|4.11
CLAMP/Fred Burke|4.03
CLAMP/William Flanagan|4.28625
Cait London|3.9425
Caitlin Brennan|3.91
Caleb Carr|4.06
Camellia Panjabi|4.15
Candace Bushnell|3.21333333333333
Candace Schuler|3.89
Candace Ward|3.99
Candida Höfer/Umberto Eco|4.28
Cara Black|3.73
Carl Hiaasen|3.8575
Carl Hiaasen/Edward Asner|4.385
Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson|3.48
Carl Plasa|3.63
Carl Safina|4.24
Carl Sagan|4.18
Carl Sagan/Ann Druyan|4.27
Carl Senna/CliffsNotes/Richard Wright|3.75
Carl Zimmer|4.02
Carla Lynn Stockton|3.69
Carlene Fredericka Brennen/Hilary Hemingway|3.82
Carlos A. Schwantes|4.0
Carlos Castañeda|4.11625
Carlos Marighella|3.31
Carlos Ruiz Zafón|3.735
Carlos Ruiz Zafón/Lucia Graves|4.26
Carlton Mellick III|3.56
Carol Adrienne/James Redfield|3.76
Carol Belanger Grafton|3.96
Carol Dommermuth-Costa|3.93
Carol Drinkwater|3.81
Carol Lee|3.53
Carol Lloyd|4.02
Carol Marinelli|3.6
Carol Ryrie Brink|4.15
Carol Shields|3.86
Carol Stock Kranowitz/T.J. Wylie|4.22
Carol Stock Kranowitz/T.J. Wylie/Trude Turnquist|4.22
Carole Marsh|3.61333333333333
Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh|3.49
Caroline B. Cooney|3.73666666666667
Caroline Preston|3.54
Caroline Sharp/Elizabeth Gilbert|3.72
Carolly Erickson|3.89
Carolyn Brown|4.24
Carolyn Haywood|4.09
Carolyn Keene|3.88666666666667
Carolyn Keene/Mildred Benson|3.89
Carolyn Keene/Russell H. Tandy/Mildred Benson|3.89
Carolyn Keene/Russell H. Tandy/Sara Paretsky|3.99
Carolyn Keene/Walter Karig|3.86
Carolyn Meyer|3.718
Carolyn Meyer/Carme Camps Monf|3.71
Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier|4.03
Carrie Vaughn|3.81333333333333
Carroll John Daly|3.54
Carroll John Daly/Drew Bishop|3.43
Carson McCullers|3.98
Carson McCullers/Kasia Boddy|3.98
Casey Loe/Laura Parkinson|3.96
Catharine M. Fishel/Bill Gardner|3.93
Catherine Coulter|3.92333333333333
Catherine Gilbert Murdock|3.74
Catherine Hapka|3.3
Catherine Marshall|4.36
Catherine Nichols/Sally Wern Comport/Robert Louis Stevenson|4.17
Catherine Osborne|3.58
Catherine Thimmesh/Melissa Sweet|4.15
Catherine de Zegher/Elisabeth Sussman|4.55
Cecelia Ahern|3.805
Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin|3.74
Cecil Adams|4.19
Cecil Adams/Ed Zotti/Slug Signorino|4.22
Cecily von Ziegesar|3.578
Celeste Bradley|3.945
Celeste Davidson Mannis/John   O'Brien|4.05
Cesare Beccaria/David Young|3.92
Chad Oliver|3.83
Chad Oliver/George Zebrowski/Isaac Asimov|3.55
Chaim Potok|4.118
Chalmers Johnson/Shara Kay|4.13
Chanrithy Him|4.14
Charlaine Harris|3.82
Charles  Green/Richard Ford/Pascal Quidault|4.0
Charles A. Coulombe|3.94
Charles A. Peek/CliffsNotes/Joseph Heller|3.55
Charles Allen|4.5
Charles Baudelaire/Andrew Brown/Margaret Drabble|3.93
Charles Baudelaire/Christopher Isherwood/W.H. Auden|3.73
Charles Baudelaire/Jonathon Mayne|3.96
Charles Baudelaire/Louise Varèse|4.3
Charles Baudelaire/Wallace Fowlie|4.35
Charles Boyce/David Allen White|4.35
Charles Bukowski|4.02571428571428
Charles Bukowski/John   Martin|3.99
Charles Burns|4.0
Charles C. Mann|4.02
Charles Darwin|3.98
Charles Darwin/Julian Huxley|3.98
Charles Darwin/Michael T. Ghiselin|3.98
Charles Darwin/Philip Appleman|3.98
Charles Darwin/Richard Dawkins|4.15
Charles Dickens|3.8625
Charles Dickens/Clement C. Moore/Arthur Rackham|4.35
Charles Dickens/David Trotter/Charlotte Mitchell|3.77
Charles Dickens/Edgar Rosenberg|3.77
Charles Dickens/Fred Kaplan|3.86
Charles Dickens/George Cruikshank/Jill Muller|3.86
Charles Dickens/Gillen D'Arcy Wood|3.84
Charles Dickens/Gish Jen|3.99
Charles Dickens/Hablot Knight Browne/David Gates|3.99
Charles Dickens/John Bowen/Hablot Knight Browne|3.81
Charles Dickens/Keith Cox/Cynthia Brantley Johnson|3.84
Charles Dickens/Linda Jennings|3.77
Charles Dickens/Mary Gaitskill/Hablot Knight Browne|4.01
Charles Dickens/Michael Patrick Hearn/John Leech|4.05
Charles Dickens/Michael Slater|4.14
Charles Dickens/Nicola Bradbury/Hablot Knight Browne|4.01
Charles Dickens/P.J. Lynch|4.05
Charles Dickens/Patricia Ingham/Hablot Knight Browne|3.83
Charles Dickens/Robert Douglas-Fairhurst|3.96
Charles Dickens/Simon Schama|3.84
Charles Dickens/Stephen J. Wall/Helen Small|3.99
Charles Frazier|3.80333333333333
Charles J. Sykes|3.71
Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove|3.78
Charles Kingsley/W. Heath Robinson|3.42
Charles Lamb/Mary Lamb/Arthur Rackham|3.96
Charles Lockwood|4.33
Charles Mackay|3.88
Charles Osborne/Agatha Christie|3.5
Charles P. Rubenstein|2.67
Charles Petzold|4.39
Charles R. Miller|4.06
Charles R. Swindoll|4.265
Charles Rembar|3.88
Charles Segal|4.62
Charles Seife|3.96
Charles Simic|4.18
Charles Stross|3.728
Charles Stross/Shandra Marie/Jared Doreck|3.645
Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount|4.0
Charles Taylor|4.15666666666667
Charles Taylor/Amy Gutmann/Michael Walzer/Susan R. Wolf/Shierry Weber Nicholsen/Kwame Anthony Appiah/Jürgen Habermas/Steven C. Rockefeller|3.8
Charles Todd|4.03222222222222
Charles W. Sydnor Jr.|3.99
Charles Wheelan|4.03
Charles Willeford|3.895
Charles Willeford/Elmore Leonard|3.94
Charles Willeford/James Lee Burke|3.9
Charles Willeford/Lawrence Block|4.05
Charles de Lint|4.12
Charles de Lint/Robin Wayne Bailey/Philip José Farmer|3.5
Charlie Huston|3.9725
Charlie Huston/Mike Carey/Brian Michael Bendis/Robert Kirkman/Mike Deodato/Ryan Sook/Stuart Immonen/Frazier Irving|3.21
Charlotte Brontë|4.12
Charlotte Brontë/Emily Brontë/Anne Brontë|4.38
Charlotte Brontë/Margaret Smith/Sally Shuttleworth|4.12
Charlotte Brontë/Michael Mason|4.12
Charlotte Brontë/Richard J. Dunn|4.12
Charlotte Brontë/Stevie Davies|4.12
Charlotte Fiell/Peter Fiell|3.43
Charlotte Lyons/Mary Engelbreit/Barbara E. Martin|4.12
Cheri Huber|3.93
Cheri Huber/June Shiver|4.215
Cheryl Carlson|4.33
Cheryl St. John|3.68
Chester Gould/Ashley Wood/Max Allan Collins|4.02
Chet Green|4.5
Chie Shinohara|4.445
Chieri Uegaki/Stéphane Jorisch|4.19
Chiho Saito|3.96333333333333
Chiho Saito/Be-Pas|4.05
Chiho Saito/Lillian Olsen/Be-Papas|4.02
Chimamanda Ngozi Adichie|4.32
Chinua Achebe|3.77
Chip Kidd|3.75
Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear|4.38
Chris          Jones/Jonathan Newman/Cara Williams|4.2
Chris    Green/Chris Wright/Paul Douglas Gardner|5.0
Chris   Smith/Christopher  Lee/Richard Taylor|4.53
Chris  Williams/Sandy Petersen|3.97
Chris Abani|3.78
Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine|3.9
Chris Anderson/Federico Villegas Silva Lezama|3.81
Chris Archer|4.11
Chris Chester|4.33
Chris Claremont/Bob McLeod|3.75
Chris Gardner|4.19
Chris Gray/Larry  Law|4.1
Chris Horrocks/Zoran Jevtić|3.32
Chris Ingham|3.91
Chris Kubica/Chris Kubica|3.5
Chris L. Demarest|4.14
Chris L. Demarest/Berlitz Publishing Company|4.14
Chris Malta/Lisa Suttora|3.62
Chris Manby|3.405
Chris Offutt|3.98333333333333
Chris Prentiss|4.05
Chris Rowthorn/Ray Bartlett/Justin Ellis|4.05
Chris Ryall/Gabriel Rodríguez/Clive Barker|4.23
Chris Seay/Rob Pepper/Brian D. McLaren|3.65
Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober|3.83
Chris Van Allsburg|4.3
Chris Ware|4.202
Christie Ridgway|3.81
Christina Dodd|3.79
Christina Schwarz|3.74
Christina Schwarz/Marie-Hélène Sabard|3.74
Christina Scull/Wayne G. Hammond|4.575
Christine Feehan|4.06
Christine Rimmer|3.76
Christopher   Black/Mark Anestis|3.67
Christopher   Clark|4.14
Christopher   Duncan|3.13
Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory|4.06
Christopher Andersen/Christopher Andersen|3.95
Christopher Biffle/Plato|4.33
Christopher Bram|4.1
Christopher Buckley|3.93
Christopher Caswell|3.62
Christopher Cokinos|4.22
Christopher Fowler|3.89
Christopher Golden|4.03
Christopher Hitchens|3.967
Christopher Isherwood|4.10666666666667
Christopher Isherwood/William Caskey/Jeffrey Meyers|3.8
Christopher Janaway|3.82
Christopher M. Andrew/Vasili Mitrokhin|3.93
Christopher Marlowe|3.8
Christopher Marlowe/David Wootton|3.8
Christopher Marlowe/Eric Rasmussen/David Bevington|3.98
Christopher Marlowe/H. Havelock Ellis|3.6
Christopher Marlowe/Robert Lindsey/Frank Romany|4.07
Christopher Moore|3.9175
Christopher Partridge|3.78
Christopher Pike|3.65
Christopher Pinney|3.96
Christopher Pinney/Nicholas Peterson|3.83
Christopher Priest|3.89
Christopher Schmitt|3.88
Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly|3.51
Chuck Klosterman|3.8
Chuck Palahniuk|3.70545454545454
Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman|3.59
Chuck Palahniuk/Freddy Michalski|3.92
Chuck Palahniuk/Javier Calvo|3.58
Chuck Williams/Laurie Wertz/John Phillip Carroll|3.82
Ciruelo Cabral|4.2
Claire Brennan|4.25
Claire McNab|3.74
Claire Messud|3.38333333333333
Clare Naylor|3.38
Claudia Bishop|3.57
Claudia Carroll|3.3
Clayton M. Christensen/L.J. Ganser|3.99
Clement Greenberg/Janice Horne|3.9
Clifford D. Simak|3.94
CliffsNotes/Michael McMahon|3.89
Clint Willis|3.86
Clive Barker|4.05454545454545
Clive Cussler|3.92076923076923
Clive Cussler/Craig Dirgo|3.8625
Clive Cussler/Dirk Cussler|3.885
Clive Cussler/Jack Du Brul|4.11
Clive Cussler/Paul Kemprecos|3.91333333333333
Cody Goodfellow|3.86
Cole Porter/Robert Kimball/John Updike|4.53
Colin      Wells|3.58
Colin  Wells|3.88
Colin Duriez|4.01
Colin Duriez/Brian Sibley|3.72
Colin McGinn|3.65
Colin Wilson|3.92
Colleen McCullough|4.05
Colleen Sexton|3.84
Colm Tóibín|3.775
Colson Whitehead|3.665
Colum McCann|3.85
Commander X/Tim R. Swartz|2.83
Confucius/D.C. Lau|3.83
Confucius/Edward Slingerland|3.83
Confucius/Henry Rosemont Jr./Roger T. Ames|3.83
Connie Mason|3.83
Connie Willis|3.70166666666667
Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg|3.82
Cook's Illustrated Magazine|4.59666666666667
Cook's Illustrated Magazine/John  Burgoyne|4.14
Cordwainer Smith|4.14
Corinne Hofmann/Peter Millar|3.45
Cormac McCarthy|4.12857142857143
Cormac McCarthy/Harold Bloom|4.17
Cornel West|3.95
Cornelia Funke|3.73
Cornelia Funke/Anthea Bell|3.9
Cornelia Funke/Helena Ragg-Kirkby|3.93
Cornelia Funke/Paul   Howard/Oliver G. Latsch|3.76
Cornelius Agrippa/Donald Tyson|4.1
Cornell Woolrich|3.77
Cornell Woolrich/Richard Dooling|3.96
Cory Doctorow|3.51666666666667
Cory Doctorow/Bruce Sterling|3.72
Courtney E. Martin|3.78
Craig Keller|4.17
Craig Scharlin/Lilia V. Villanueva|4.22
Craig Thompson|3.786
Crissy Trask/Mike Clelland|3.55
Crystal Lacey Winslow|4.2
Curtis Saxton/Hans Jenssen/Richard Chasemore|4.21
Curtis Sittenfeld|3.38
Cynthia Chin-Lee/Youshan Tang|3.89
Cynthia Harrod-Eagles|4.22333333333333
Cynthia J. Arnson/I. William Zartman|3.5
Cynthia Rylant/Jim LaMarche|4.05
Cynthia Rylant/Preston McDaniels|4.11
Cynthia Voigt|3.93
Cynthia W. Shelmerdine|4.5
D. Medina Lasansky|3.2
D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm|3.73
D.C. Talk|4.06
D.C. Talk/The Voice of the Martyrs|4.21
D.H. Lawrence|3.8475
D.H. Lawrence/Christa Jansohn|3.49
D.H. Lawrence/Daphne Merkin|3.69
D.H. Lawrence/Geoff Dyer|3.63
D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts|4.01
D.T. Max|3.91
D.W. Buffa|3.76
D.W. Meinig|4.19
Dai Sijie|3.64
Dai Sijie/Ina Rilke|3.64
Daidōji Yūzan/Oscar Ratti/Thomas Cleary|4.04
Daisy Meadows/Georgie Ripper|3.828
Dalai Lama XIV/Howard C. Cutler|4.055
Dale Brown/Jim DeFelice|3.97333333333333
Dale Carnegie|4.155
Dale Carnegie/Dorothy Carnegie|3.96
Dale Carnegie/Stuart R. Levine/Michael A. Crom|4.08
Dale Peck|3.58333333333333
Dale Peterson|4.33
Dallas Willard|4.22
Damion Hunter|4.14
Dan B. Allender|4.04
Dan Birlew|4.215
Dan Brown|3.82416666666666
Dan Brown/Daniel Roche|3.84
Dan Brown/Eduardo García Murillo|3.65
Dan Brown/Juanjo Estrella|3.84
Dan Brown/Paul Michael|3.84
Dan Brown/Raúl Amundaray|3.89
Dan Harrington/Bill Robertie|4.2
Dan Hitt/James Beckett III|0.0
Dan Millman|4.125
Dan Millman/Robert D. San Souci/T. Taylor Bruce|4.15
Dan Nadel|4.05
Dan Savage|3.83
Dan Simmons|3.89380952380953
Dan Simmons/Carlos Alberto Gardini|4.24
Dan Simmons/Guy Abadia|3.9
Dan Simmons/Jean-Daniel Brèque|3.81
Dan Simmons/Joachim Körber|4.42
Dan Slott/Ryan Sook/Wade Von Grawbadger/Jim Royal|3.81
Dani Cavallaro|3.77
Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet|4.3
Daniel  Wallace/Michael Sutfin|3.98
Daniel  Wallace/Ryder Windham|4.33
Daniel Abdal-Hayy Moore|3.16
Daniel Abraham|3.6
Daniel C. Dennett|3.90833333333333
Daniel Clowes|3.99
Daniel Defoe|3.67
Daniel Defoe/Avi|3.67
Daniel Defoe/J.M. Coetzee|3.67
Daniel Defoe/John J. Richetti|3.67
Daniel Defoe/L.J. Swingle|3.67
Daniel Defoe/Manuel Schonhorn/Charles   Johnson|3.72
Daniel Defoe/Mark Schorer/Georgina Sutton|3.52
Daniel Defoe/Michael Shinagel|3.67
Daniel Defoe/Virginia Woolf|3.595
Daniel Duane|3.87
Daniel Goleman|3.96
Daniel Goleman/Warren Bennis|3.82
Daniel Horowitz|3.59
Daniel Jonah Goldhagen|3.68
Daniel Keyes|4.1
Daniel Pinchbeck|3.42
Daniel Pinchbeck/Lee Fukui|4.06
Daniel Pool|3.85
Daniel Quinn|4.07
Daniel Topolski/Patrick Robinson|4.24
Danielle Steel|3.78666666666667
Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet|3.89
Dante Alighieri|4.0
Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus|4.0
Dante Alighieri/Allen Mandelbaum/Eugenio Montale|4.07
Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser|4.02
Dante Alighieri/Anthony M. Esolen|4.0
Dante Alighieri/C.H. Sisson/David H. Higgins|4.07
Dante Alighieri/Dorothy L. Sayers|4.0
Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds|3.95
Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles|4.02
Dante Alighieri/John Ciardi|4.07
Dante Alighieri/Mark Musa|4.00857142857143
Dante Alighieri/Robert M. Durling|4.02
Dante Alighieri/Robert Pinsky/Michael Mazur|4.0
Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner|4.0
Danzy Senna|3.675
Daphne du Maurier|4.12
Daphne du Maurier/Sally Beauman|4.23
Darcy Frey|4.17
Daria Snadowsky|3.41
Darina Allen/Regina Sexton|4.19
Daron Acemoğlu/James A. Robinson|3.97
Darren R. Weissman|4.11
Darren Shan|4.19666666666667
Darwin Porter|3.51
Dashiell Hammett|3.90333333333333
Dashiell Hammett/Lillian Hellman/Jeff Stone|4.18
Dashiell Hammett/Steven Marcus|4.39
Dashiell Hammett/Vince Emery/Joe Gores|3.98
Dashka Slater/Nicoletta Ceccoli|3.6
Dava Sobel|3.76
Dava Sobel/Neil Armstrong|3.97
Dava Sobel/William J.H. Andrewes/William J. H. Andrewes|3.97
Dave Aikins/Laura Driscoll|3.47
Dave Barry/Ridley Pearson/Greg Call|4.095
Dave Crane/Eric Pascarello/Darren James|3.56
Dave Eggers|3.76222222222222
Dave Eggers/A.G. Pasquella/Brent Hoff/Stephen Elliott/Daphne Beal/Denis Johnson/Tom Bissell/Sean Warren/Samantha Hunt/Robert Olmstead/T. Coraghessan Boyle/David Means/Doug Dorst/Joyce Carol Oates/McSweeney's Publishing|3.94
Dave Eggers/Christopher R. Howard/Jonathan Ames/Joe Meno/Eric Hanson|3.8
Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing|3.75
Dave Eggers/María Victoria Alonso Blanco|3.63
Dave Eggers/Michelle Herpe-Volinsky|3.68
Dave Eggers/Roddy Doyle/McSweeney's Publishing|3.87
Dave Eggers/T. Coraghessan Boyle/Adam Golaski/Sean Casey/Brendan Connell|3.8
Dave Eggers/Viggo Mortensen|3.86
Dave Lakhani|3.34
Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring|3.89
Dave Luckett|3.86
Dave Pelzer|4.1
Dave R. Palmer|4.27
Dave Robinson/Chris Garratt/Judy Groves|3.56
Dave Shea/Molly E. Holzschlag|3.98
Dave Thomas/Chad Fowler/Andy Hunt|4.03
Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz|3.84
David        James/Peggy Mulloy/Rob Marshall/Arthur Golden|4.08
David      West|3.99
David     Payne|3.25
David    Allen|3.92
David   Robbins/David Thompson|4.38
David   Ward/Joe Cornish|4.36
David   Ward/Parveen Adams/Seamus Heaney/Ivan Gaskell|0.0
David  Allen/Tina Blythe/Gene Thompson-Grove|4.0
David  Michaels/Raymond Benson/Tom Clancy|3.935
David  Michaels/Tom Clancy|3.94
David  Roberts/Jon Krakauer|3.71
David A. Adler/John Wallner/Alexandra Wallner|3.75
David A. Adler/Karen Ritz|4.18
David A. Black/David Heinemeier Hansson|3.77
David A. Nadler/Robert B. Shaw/Marc S. Gerstein|4.62
David A. Stewart/Jessalyn Little/Elizabeth     Stewart|3.75
David A. Ufer/Kirsten Carlson|3.87
David Allen Sibley|4.69
David Almond|3.705
David Axton/Dean Koontz|3.76
David Axton/Dean Koontz/Paul Michael|3.76
David B.|3.88
David Baggett/Shawn E. Klein|4.48
